Date,Ticker,AdjClose
2015-07-27,AAPL,27.49641227722168
2015-07-27,AMZN,26.570499420166016
2015-07-27,BAC,14.259355545043945
2015-07-27,BRK-B,140.72000122070312
2015-07-27,DIS,109.03388977050781
2015-07-27,GOOGL,32.717281341552734
2015-07-27,HD,89.33969116210938
2015-07-27,JNJ,74.40729522705078
2015-07-27,JPM,51.77098846435547
2015-07-27,KO,29.5582218170166
2015-07-27,MA,88.84886932373047
2015-07-27,META,93.65619659423828
2015-07-27,MSFT,39.32255554199219
2015-07-27,NVDA,0.4673251211643219
2015-07-27,PFE,21.568889617919922
2015-07-27,PG,60.622432708740234
2015-07-27,TSLA,16.867332458496094
2015-07-27,UNH,100.86714935302734
2015-07-27,V,68.88302612304688
2015-07-27,XOM,51.14575958251953
2015-07-28,AAPL,27.633026123046875
2015-07-28,AMZN,26.30150032043457
2015-07-28,BAC,14.42882251739502
2015-07-28,BRK-B,143.22000122070312
2015-07-28,DIS,109.22752380371094
2015-07-28,GOOGL,32.7863655090332
2015-07-28,HD,90.73822021484375
2015-07-28,JNJ,74.96754455566406
2015-07-28,JPM,51.80143737792969
2015-07-28,KO,29.565513610839844
2015-07-28,MA,89.57369232177734
2015-07-28,META,94.77008056640625
2015-07-28,MSFT,39.31389236450195
2015-07-28,NVDA,0.47748976945877075
2015-07-28,PFE,22.20326042175293
2015-07-28,PG,60.819522857666016
2015-07-28,TSLA,17.654666900634766
2015-07-28,UNH,103.98182678222656
2015-07-28,V,69.70375061035156
2015-07-28,XOM,53.223609924316406
2015-07-29,AAPL,27.545679092407227
2015-07-29,AMZN,26.450000762939453
2015-07-29,BAC,14.654776573181152
2015-07-29,BRK-B,142.9199981689453
2015-07-29,DIS,110.49998474121094
2015-07-29,GOOGL,32.87434005737305
2015-07-29,HD,91.94711303710938
2015-07-29,JNJ,75.50507354736328
2015-07-29,JPM,52.47893142700195
2015-07-29,KO,29.594680786132812
2015-07-29,MA,91.0514907836914
2015-07-29,META,96.4608154296875
2015-07-29,MSFT,40.13763427734375
2015-07-29,NVDA,0.48329809308052063
2015-07-29,PFE,22.46078872680664
2015-07-29,PG,61.11518478393555
