Date,Ticker,AdjClose
2023-07-25,AAPL,191.70065307617188
2023-07-25,AMZN,129.1300048828125
2023-07-25,BAC,30.473833084106445
2023-07-25,BRK-B,347.5799865722656
2023-07-25,DIS,84.22589874267578
2023-07-25,GOOGL,121.48143768310547
2023-07-25,HD,309.3420104980469
2023-07-25,JNJ,161.8826446533203
2023-07-25,JPM,149.6127471923828
2023-07-25,KO,58.6040153503418
2023-07-25,MA,396.64166259765625
2023-07-25,META,292.8633117675781
2023-07-25,MSFT,345.6059875488281
2023-07-25,NVDA,45.65090560913086
2023-07-25,PFE,32.898921966552734
2023-07-25,PG,146.2813720703125
2023-07-25,TSLA,265.2799987792969
2023-07-25,UNH,493.76898193359375
2023-07-25,V,235.1456298828125
2023-07-25,XOM,98.64557647705078
2023-07-26,AAPL,192.57191467285156
2023-07-26,AMZN,128.14999389648438
2023-07-26,BAC,30.720273971557617
2023-07-26,BRK-B,349.79998779296875
2023-07-26,DIS,84.45211791992188
2023-07-26,GOOGL,128.4993438720703
2023-07-26,HD,313.5854187011719
2023-07-26,JNJ,162.19252014160156
2023-07-26,JPM,150.509521484375
2023-07-26,KO,59.35715866088867
2023-07-26,MA,397.7585754394531
2023-07-26,META,296.9409484863281
2023-07-26,MSFT,332.5982360839844
2023-07-26,NVDA,45.424041748046875
2023-07-26,PFE,33.03207778930664
2023-07-26,PG,146.43357849121094
2023-07-26,TSLA,264.3500061035156
2023-07-26,UNH,490.9374084472656
2023-07-26,V,233.57925415039062
2023-07-26,XOM,98.09483337402344
2023-07-27,AAPL,191.30459594726562
2023-07-27,AMZN,128.25
2023-07-27,BAC,30.28426170349121
2023-07-27,BRK-B,349.30999755859375
2023-07-27,DIS,83.96031951904297
2023-07-27,GOOGL,128.62857055664062
2023-07-27,HD,313.6995849609375
2023-07-27,JNJ,163.1033935546875
2023-07-27,JPM,148.8494873046875
2023-07-27,KO,58.78288269042969
2023-07-27,MA,389.9400329589844
2023-07-27,META,310.0093078613281
2023-07-27,MSFT,325.65618896484375
2023-07-27,NVDA,45.871768951416016
2023-07-27,PFE,32.49351501464844
2023-07-27,PG,144.69281005859375
2023-07-27,TSLA,255.7100067138672
2023-07-27,UNH,488.26043701171875
2023-07-27,V,230.958740234375
2023-07-27,XOM,98.40287780761719
2023-07-28,AAPL,193.8887176513672
2023-07-28,AMZN,132.2100067138672
2023-07-28,BAC,30.236867904663086
2023-07-28,BRK-B,349.80999755859375
2023-07-28,DIS,84.71769714355469
2023-07-28,GOOGL,131.78961181640625
2023-07-28,HD,315.2790222167969
2023-07-28,JNJ,163.84523010253906
2023-07-28,JPM,149.6986083984375
2023-07-28,KO,58.8205451965332
2023-07-28,MA,388.4178161621094
2023-07-28,META,323.70416259765625
2023-07-28,MSFT,333.18902587890625
2023-07-28,NVDA,46.72124481201172
2023-07-28,PFE,32.3768196105957
