Date,Ticker,AdjClose,Sector,SectorId
2020-07-27,AAPL,92.161865234375,Tech,7
2020-07-27,ABBV,79.4454574584961,Non Durable,3
2020-07-27,ABT,91.45632934570312,Non Durable,3
2020-07-27,ACN,208.08877563476562,Tech,7
2020-07-27,ADBE,437.1000061035156,Tech,7
2020-07-27,ADI,105.89306640625,Tech,7
2020-07-27,ADP,131.3031005859375,Tech,7
2020-07-27,AIG,27.302806854248047,Finance,2
2020-07-27,ALL,81.85655212402344,Finance,2
2020-07-27,AMAT,60.253204345703125,Tech,7
2020-07-27,AMD,68.97000122070312,Tech,7
2020-07-27,AMGN,217.07835388183594,Non Durable,3
2020-07-27,AMT,226.587890625,Others,5
2020-07-27,AMZN,152.760498046875,Retail,6
2020-07-27,AON,199.72413635253906,Finance,2
2020-07-27,APD,261.48651123046875,Others,5
2020-07-27,AVGO,27.739612579345703,Tech,7
2020-07-27,BAC,21.341907501220703,Finance,2
2020-07-27,BDX,248.6844024658203,Others,5
2020-07-27,BKNG,1681.51123046875,Retail,6
2020-07-27,BLK,509.5514831542969,Finance,2
2020-07-27,BRK-B,192.13999938964844,Finance,2
2020-07-27,C,42.48019027709961,Finance,2
2020-07-27,CAT,126.793701171875,Durable,1
2020-07-27,CB,122.34343719482422,Finance,2
2020-07-27,CI,162.27304077148438,Finance,2
2020-07-27,CL,66.437255859375,Non Durable,3
2020-07-27,CME,136.6013946533203,Finance,2
2020-07-27,COST,301.6716613769531,Retail,6
2020-07-27,CRM,189.30125427246094,Tech,7
2020-07-27,CSCO,40.590248107910156,Tech,7
2020-07-27,CVX,73.11609649658203,Oil,4
2020-07-27,DE,164.98878479003906,Durable,1
2020-07-27,DHR,172.82086181640625,Others,5
2020-07-27,DIS,114.40281677246094,Communications,0
2020-07-27,DUK,66.5420913696289,Others,5
2020-07-27,EL,180.0604705810547,Non Durable,3
2020-07-27,EOG,38.134727478027344,Oil,4
2020-07-27,EQIX,688.3201904296875,Others,5
2020-07-27,FDX,155.99964904785156,Durable,1
2020-07-27,FI,101.1500015258789,Tech,7
2020-07-27,GE,32.685550689697266,Durable,1
2020-07-27,GILD,61.01899337768555,Non Durable,3
2020-07-27,GM,24.90993881225586,Durable,1
2020-07-27,GOOGL,76.01560974121094,Communications,0
2020-07-27,GS,180.06777954101562,Finance,2
2020-07-27,HD,237.08853149414062,Retail,6
2020-07-27,HON,136.2581329345703,Durable,1
2020-07-27,HUM,374.9344177246094,Finance,2
2020-07-27,IBM,96.62338256835938,Tech,7
2020-07-27,ICE,88.66793823242188,Finance,2
2020-07-27,INTC,44.188838958740234,Tech,7
2020-07-27,INTU,287.0221862792969,Tech,7
2020-07-27,ISRG,228.4499969482422,Others,5
2020-07-27,JNJ,127.70243835449219,Non Durable,3
2020-07-27,JPM,84.73222351074219,Finance,2
2020-07-27,KO,41.65826416015625,Non Durable,3
2020-07-27,LIN,230.2445526123047,Others,5
2020-07-27,LMT,333.6349792480469,Durable,1
2020-07-27,LOW,136.21066284179688,Retail,6
2020-07-27,MA,300.2839050292969,Finance,2
2020-07-27,MCD,179.51466369628906,Retail,6
2020-07-27,MDT,84.07937622070312,Others,5
2020-07-27,META,232.22601318359375,Communications,0
2020-07-27,MMC,106.4955062866211,Finance,2
2020-07-27,MO,28.365066528320312,Non Durable,3
2020-07-27,MRK,64.46772766113281,Non Durable,3
2020-07-27,MS,43.69272232055664,Finance,2
2020-07-27,MSFT,195.3057403564453,Tech,7
2020-07-27,MU,50.3880729675293,Tech,7
2020-07-27,NEE,61.36724090576172,Others,5
2020-07-27,NFLX,495.6499938964844,Communications,0
2020-07-27,NOW,433.80999755859375,Tech,7
2020-07-27,NSC,171.26268005371094,Durable,1
2020-07-27,NVDA,10.387262344360352,Tech,7
2020-07-27,PEP,118.61170196533203,Non Durable,3
2020-07-27,PFE,28.31851577758789,Non Durable,3
2020-07-27,PG,111.62548065185547,Non Durable,3
2020-07-27,PGR,79.05904388427734,Finance,2
2020-07-27,PLD,88.91724395751953,Others,5
2020-07-27,PM,60.94984436035156,Non Durable,3
2020-07-27,PNC,87.46867370605469,Finance,2
2020-07-27,QCOM,83.32854461669922,Tech,7
2020-07-27,REGN,635.6428833007812,Non Durable,3
2020-07-27,RTX,54.125892639160156,Durable,1
2020-07-27,SBUX,68.56718444824219,Retail,6
2020-07-27,SHW,199.5575714111328,Non Durable,3
2020-07-27,SO,44.652462005615234,Others,5
2020-07-27,SPGI,336.9691467285156,Finance,2
2020-07-27,SYK,187.29869079589844,Others,5
2020-07-27,T,15.594043731689453,Communications,0
2020-07-27,TGT,108.32035064697266,Retail,6
2020-07-27,TMO,408.3206481933594,Others,5
2020-07-27,TXN,114.85884857177734,Tech,7
2020-07-27,UNH,276.6897277832031,Non Durable,3
2020-07-27,UNP,158.47276306152344,Durable,1
2020-07-27,USB,29.169618606567383,Finance,2
2020-07-27,V,190.03453063964844,Finance,2
2020-07-27,VRTX,284.2099914550781,Non Durable,3
2020-07-27,VZ,42.42047882080078,Communications,0
2020-07-27,WFC,22.7724609375,Finance,2
2020-07-27,WMT,40.72536849975586,Retail,6
2020-07-27,XOM,35.115325927734375,Oil,4
2020-07-27,ZTS,140.77609252929688,Non Durable,3
2020-07-28,AAPL,90.64788055419922,Tech,7
2020-07-28,ABBV,79.0774917602539,Non Durable,3
2020-07-28,ABT,91.33740997314453,Non Durable,3
2020-07-28,ACN,207.0265350341797,Tech,7
2020-07-28,ADBE,432.260009765625,Tech,7
2020-07-28,ADI,105.55471801757812,Tech,7
2020-07-28,ADP,132.1410675048828,Tech,7
2020-07-28,AIG,27.39130973815918,Finance,2
2020-07-28,ALL,81.47686004638672,Finance,2
2020-07-28,AMAT,59.574283599853516,Tech,7
2020-07-28,AMD,67.61000061035156,Tech,7
2020-07-28,AMGN,218.46481323242188,Non Durable,3
2020-07-28,AMT,232.2371063232422,Others,5
2020-07-28,AMZN,150.01649475097656,Retail,6
2020-07-28,AON,198.48922729492188,Finance,2
2020-07-28,APD,256.659912109375,Others,5
2020-07-28,AVGO,27.266761779785156,Tech,7
2020-07-28,BAC,21.53641128540039,Finance,2
2020-07-28,BDX,246.7142333984375,Others,5
2020-07-28,BKNG,1660.6949462890625,Retail,6
2020-07-28,BLK,505.4508972167969,Finance,2
2020-07-28,BRK-B,194.1199951171875,Finance,2
2020-07-28,C,42.463626861572266,Finance,2
2020-07-28,CAT,125.10784149169922,Durable,1
2020-07-28,CB,121.94612121582031,Finance,2
2020-07-28,CI,162.50418090820312,Finance,2
2020-07-28,CL,67.38063049316406,Non Durable,3
2020-07-28,CME,135.37811279296875,Finance,2
2020-07-28,COST,301.64398193359375,Retail,6
2020-07-28,CRM,187.8539276123047,Tech,7
2020-07-28,CSCO,39.80752182006836,Tech,7
2020-07-28,CVX,71.5660629272461,Oil,4
2020-07-28,DE,164.79188537597656,Durable,1
2020-07-28,DHR,172.84698486328125,Others,5
2020-07-28,DIS,114.27495574951172,Communications,0
2020-07-28,DUK,69.25157165527344,Others,5
2020-07-28,EL,179.83641052246094,Non Durable,3
2020-07-28,EOG,37.121665954589844,Oil,4
2020-07-28,EQIX,686.978271484375,Others,5
2020-07-28,FDX,152.6079559326172,Durable,1
